image_id,title,keyword,source_website,image_url,local_file_path
pinterest_future_city_000,park,park,Pinterest,https://i.pinimg.com/60x60/e5/2c/0b/e52c0ba70947b11296f9c8275c29cf57.jpg,E:\python work\cora-data\photos1\pinterest_future_city_000.jpg
pinterest_future_city_001,park,park,Pinterest,https://i.pinimg.com/60x60/39/fa/85/39fa855c3bfd55deae79e77d701efd84.jpg,E:\python work\cora-data\photos1\pinterest_future_city_001.jpg
pinterest_future_city_002,park,park,Pinterest,https://i.pinimg.com/60x60/01/74/28/0174283f73ddc7462b23a12b2a0b53fc.jpg,E:\python work\cora-data\photos1\pinterest_future_city_002.jpg
pinterest_future_city_003,park,park,Pinterest,https://i.pinimg.com/60x60/6d/9b/c0/6d9bc0e35b8c5aeaee23686dde7f5657.jpg,E:\python work\cora-data\photos1\pinterest_future_city_003.jpg
pinterest_future_city_004,park,park,Pinterest,https://i.pinimg.com/60x60/47/bd/43/47bd439343b40289426e74acaee7eea1.jpg,E:\python work\cora-data\photos1\pinterest_future_city_004.jpg
pinterest_future_city_005,park,park,Pinterest,https://i.pinimg.com/60x60/e0/7c/e5/e07ce58c9d5dd599b7068a7c7754bd13.jpg,E:\python work\cora-data\photos1\pinterest_future_city_005.jpg
pinterest_future_city_006,park,park,Pinterest,https://i.pinimg.com/60x60/a0/83/30/a0833057192462823f48cc3d96f0c188.jpg,E:\python work\cora-data\photos1\pinterest_future_city_006.jpg
pinterest_future_city_007,park,park,Pinterest,https://i.pinimg.com/60x60/a1/96/f7/a196f7f2adca4e9fa3727e82380325d2.jpg,E:\python work\cora-data\photos1\pinterest_future_city_007.jpg
pinterest_future_city_008,park,park,Pinterest,https://i.pinimg.com/60x60/d7/ac/5b/d7ac5b94fac269adea17340e1dbdd09e.jpg,E:\python work\cora-data\photos1\pinterest_future_city_008.jpg
pinterest_future_city_009,park,park,Pinterest,https://i.pinimg.com/60x60/37/4d/f8/374df8a25179c78e649c9f41003d19b0.jpg,E:\python work\cora-data\photos1\pinterest_future_city_009.jpg
pinterest_future_city_010,park,park,Pinterest,https://i.pinimg.com/60x60/7d/a4/db/7da4dbe609480f55e098272f72fa426a.jpg,E:\python work\cora-data\photos1\pinterest_future_city_010.jpg
pinterest_future_city_011,park,park,Pinterest,https://i.pinimg.com/60x60/19/85/89/1985897f724220795cb248204a1ab6b1.jpg,E:\python work\cora-data\photos1\pinterest_future_city_011.jpg
pinterest_future_city_012,park,park,Pinterest,https://i.pinimg.com/60x60/11/b5/fc/11b5fc19586a24554cc8346e4d348234.jpg,E:\python work\cora-data\photos1\pinterest_future_city_012.jpg
pinterest_future_city_013,park,park,Pinterest,https://i.pinimg.com/60x60/de/1c/1d/de1c1d21eb35eeac75cdf5746dcd13bf.jpg,E:\python work\cora-data\photos1\pinterest_future_city_013.jpg
pinterest_future_city_014,park,park,Pinterest,https://i.pinimg.com/60x60/5b/5a/f4/5b5af4872fa9ae3fddfe19cc272be71d.jpg,E:\python work\cora-data\photos1\pinterest_future_city_014.jpg
pinterest_future_city_015,park,park,Pinterest,https://i.pinimg.com/60x60/4f/3a/ad/4f3aad432db971d749993dd4f16ebeec.jpg,E:\python work\cora-data\photos1\pinterest_future_city_015.jpg
pinterest_future_city_016,park,park,Pinterest,https://i.pinimg.com/60x60/6d/2b/bb/6d2bbb536b10863eff16bbb6fd65daf9.jpg,E:\python work\cora-data\photos1\pinterest_future_city_016.jpg
pinterest_future_city_017,park,park,Pinterest,https://i.pinimg.com/60x60/48/2c/f8/482cf8a953657d8d84b5e24c42c577ef.jpg,E:\python work\cora-data\photos1\pinterest_future_city_017.jpg
pinterest_future_city_018,park,park,Pinterest,https://i.pinimg.com/60x60/ab/85/64/ab8564015e6d5362a830439d3c0635ee.jpg,E:\python work\cora-data\photos1\pinterest_future_city_018.jpg
pinterest_future_city_019,park,park,Pinterest,https://i.pinimg.com/60x60/b3/c2/ec/b3c2ec989b64521ce723452a0c541f36.jpg,E:\python work\cora-data\photos1\pinterest_future_city_019.jpg
pinterest_future_city_020,park,park,Pinterest,https://i.pinimg.com/60x60/43/b3/dd/43b3dd12b3e15b5f9f1eb4b65c063285.jpg,E:\python work\cora-data\photos1\pinterest_future_city_020.jpg
pinterest_future_city_021,park,park,Pinterest,https://i.pinimg.com/60x60/10/fe/a2/10fea200ca52921054627e72214a3991.jpg,E:\python work\cora-data\photos1\pinterest_future_city_021.jpg
pinterest_future_city_022,park,park,Pinterest,https://i.pinimg.com/60x60/61/d7/9e/61d79e477bf16b00910770a45dd04cc3.jpg,E:\python work\cora-data\photos1\pinterest_future_city_022.jpg
pinterest_future_city_023,park,park,Pinterest,https://i.pinimg.com/60x60/74/c8/03/74c803b0e7286b4752984e7930cb53e5.jpg,E:\python work\cora-data\photos1\pinterest_future_city_023.jpg
pinterest_future_city_024,park,park,Pinterest,https://i.pinimg.com/60x60/e5/d6/7e/e5d67e259f8198237d193df307c50ca1.jpg,E:\python work\cora-data\photos1\pinterest_future_city_024.jpg
pinterest_future_city_025,park,park,Pinterest,https://i.pinimg.com/736x/16/ee/8c/16ee8c3a4d4e0fbff6e80c799ea4b8c3.jpg,E:\python work\cora-data\photos1\pinterest_future_city_025.jpg
pinterest_future_city_026,park,park,Pinterest,https://i.pinimg.com/170x/e0/bd/c7/e0bdc7413db06a64e8e5732c6c800181.jpg,E:\python work\cora-data\photos1\pinterest_future_city_026.jpg
pinterest_future_city_027,park,park,Pinterest,https://i.pinimg.com/170x/22/af/90/22af900aff2c3632e13635da8aadd2ed.jpg,E:\python work\cora-data\photos1\pinterest_future_city_027.jpg
pinterest_future_city_028,park,park,Pinterest,https://i.pinimg.com/736x/8a/6c/b8/8a6cb83735a5b18f6a405f229cb174af.jpg,E:\python work\cora-data\photos1\pinterest_future_city_028.jpg
pinterest_future_city_029,park,park,Pinterest,https://i.pinimg.com/170x/78/5f/a9/785fa91f6a622ec109cddad38111e337.jpg,E:\python work\cora-data\photos1\pinterest_future_city_029.jpg
pinterest_future_city_030,park,park,Pinterest,https://i.pinimg.com/170x/1e/3a/96/1e3a9690186f5a8bd21ceae87e9c0c69.jpg,E:\python work\cora-data\photos1\pinterest_future_city_030.jpg
pinterest_future_city_031,a park bench sitting next to a river,park,Pinterest,https://i.pinimg.com/originals/60/6b/12/606b12665f2967d216ff12616ba47e7a.png,E:\python work\cora-data\photos1\pinterest_future_city_031.jpg
pinterest_future_city_032,park,park,Pinterest,https://i.pinimg.com/originals/81/c6/99/81c699913519b259fa15d9747f806019.jpg,E:\python work\cora-data\photos1\pinterest_future_city_032.jpg
pinterest_future_city_033,birds are sitting on the grass by the water and in the distance is a park,park,Pinterest,https://i.pinimg.com/originals/71/20/f5/7120f5b4fc8ba1f696c698df43e2ea9d.jpg,E:\python work\cora-data\photos1\pinterest_future_city_033.jpg
pinterest_future_city_034,people are sitting on the grass under trees,park,Pinterest,https://i.pinimg.com/originals/e9/97/54/e99754d9b871ec9c8dd52f0675b85932.heic,E:\python work\cora-data\photos1\pinterest_future_city_034.jpg
pinterest_future_city_035,"a park with trees and people walking on the grass in the distance, during the day",park,Pinterest,https://i.pinimg.com/originals/ec/bc/2f/ecbc2f3b0d1caef95f0afacd603d978f.heic,E:\python work\cora-data\photos1\pinterest_future_city_035.jpg
pinterest_future_city_036,a wooden walkway leading to the beach with trees on both sides and water in the background,park,Pinterest,https://i.pinimg.com/originals/f6/d5/6f/f6d56facff5fa3313713ecf9cda72131.jpg,E:\python work\cora-data\photos1\pinterest_future_city_036.jpg
pinterest_future_city_037,the sun is setting behind some trees in a park with cobblestone walkways,park,Pinterest,https://i.pinimg.com/originals/04/46/f4/0446f49ed9254fbd1c70ee31136256bf.jpg,E:\python work\cora-data\photos1\pinterest_future_city_037.jpg
pinterest_future_city_038,“Beautiful calm nature scenery with greenery and peaceful vibes”,park,Pinterest,https://i.pinimg.com/originals/b2/05/a0/b205a0bfc6931110f190795d8c3fe753.jpg,E:\python work\cora-data\photos1\pinterest_future_city_038.jpg
pinterest_future_city_039,people are sitting on benches near the water and in the distance is a park with trees,park,Pinterest,https://i.pinimg.com/originals/55/18/2b/55182b3b2dba43b176274aa9a9a3bc35.jpg,E:\python work\cora-data\photos1\pinterest_future_city_039.jpg
pinterest_future_city_040,an aerial view of a park with a fountain in the center and lots of trees around it,park,Pinterest,https://i.pinimg.com/originals/49/e9/21/49e921d899dacf3a00ccd4718fe6ed64.jpg,E:\python work\cora-data\photos1\pinterest_future_city_040.jpg
pinterest_future_city_041,a field full of flowers and clouds in the sky,park,Pinterest,https://i.pinimg.com/originals/60/bc/dd/60bcddd0260d14ca5fef90d2566d78a0.jpg,E:\python work\cora-data\photos1\pinterest_future_city_041.jpg
pinterest_future_city_042,a park bench sitting in the middle of a lush green field next to a tree,park,Pinterest,https://i.pinimg.com/originals/89/c2/76/89c2764914ec79f95b01115bbc804042.jpg,E:\python work\cora-data\photos1\pinterest_future_city_042.jpg
pinterest_future_city_043,people are sitting on the grass in a park,park,Pinterest,https://i.pinimg.com/originals/c1/8b/2c/c18b2c650df9fb8a2d75d03c1a94aff6.jpg,E:\python work\cora-data\photos1\pinterest_future_city_043.jpg
pinterest_future_city_044,a park bench sitting under a tree next to a lake with green grass and trees in the background,park,Pinterest,https://i.pinimg.com/originals/d3/04/08/d30408611595d834d744c0a46b89840d.heic,E:\python work\cora-data\photos1\pinterest_future_city_044.jpg
pinterest_future_city_045,a green playground with slides and climbing equipment on artificial grass in front of a blue sky,park,Pinterest,https://i.pinimg.com/originals/d2/de/f4/d2def44ed50c22261853fdeca1e2d39e.jpg,E:\python work\cora-data\photos1\pinterest_future_city_045.jpg
pinterest_future_city_046,an empty path in the middle of a park,park,Pinterest,https://i.pinimg.com/originals/b4/48/fc/b448fcc05fcf93b32820917aa60372d3.jpg,E:\python work\cora-data\photos1\pinterest_future_city_046.jpg
pinterest_future_city_047,a park bench sitting on the side of a road next to a tree filled park,park,Pinterest,https://i.pinimg.com/originals/1f/cf/1c/1fcf1ccdf3816a3b7a825232447a4966.jpg,E:\python work\cora-data\photos1\pinterest_future_city_047.jpg
pinterest_future_city_048,people walking down a path in the park on a sunny day with green grass and trees,park,Pinterest,https://i.pinimg.com/originals/6e/77/07/6e7707e83a12f55c9f3a0a4027532c75.heic,E:\python work\cora-data\photos1\pinterest_future_city_048.jpg
pinterest_future_city_049,several people sitting on the grass in a park with stone walls and steps leading up to them,park,Pinterest,https://i.pinimg.com/originals/2a/5f/ec/2a5fec228e02b984af5d9aaa6be6f51a.jpg,E:\python work\cora-data\photos1\pinterest_future_city_049.jpg
pinterest_future_city_050,a brick path in the middle of a park with trees and grass on both sides,park,Pinterest,https://i.pinimg.com/originals/20/a6/24/20a624b90533a984393a24dc5d5faef9.jpg,E:\python work\cora-data\photos1\pinterest_future_city_050.jpg
pinterest_future_city_051,two red park benches sitting under blooming trees,park,Pinterest,https://i.pinimg.com/originals/01/b7/d8/01b7d88043d7ec77e10b4687d9113082.jpg,E:\python work\cora-data\photos1\pinterest_future_city_051.jpg
pinterest_future_city_052,an empty park path with benches and trees,park,Pinterest,https://i.pinimg.com/originals/b8/f4/af/b8f4af77fc1e7f64e1baf3839a0c9405.jpg,E:\python work\cora-data\photos1\pinterest_future_city_052.jpg
pinterest_future_city_053,a park filled with lots of trees and flowers next to a walkway covered in pink flowers,park,Pinterest,https://i.pinimg.com/originals/38/1e/3a/381e3aaee2cffc64e2c8b0d846b42791.png,E:\python work\cora-data\photos1\pinterest_future_city_053.jpg
pinterest_future_city_054,a small stream running through a lush green field next to a tree with white flowers,park,Pinterest,https://i.pinimg.com/originals/17/40/68/174068111e8c5a3247e847b27506a347.jpg,E:\python work\cora-data\photos1\pinterest_future_city_054.jpg
pinterest_future_city_055,people are sitting on the grass in a park with trees and buildings in the background,park,Pinterest,https://i.pinimg.com/originals/ec/46/f2/ec46f29932bb7368bc17bfe2013b0b93.jpg,E:\python work\cora-data\photos1\pinterest_future_city_055.jpg
pinterest_future_city_056,a park bench sitting on top of a lush green field next to a lake in the background,park,Pinterest,https://i.pinimg.com/originals/04/27/ed/0427ed557f5716924f6922c477faefd5.jpg,E:\python work\cora-data\photos1\pinterest_future_city_056.jpg
pinterest_future_city_057,many people are walking around in the park near trees with yellow leaves on them and one person is taking pictures,park,Pinterest,https://i.pinimg.com/originals/33/7d/ff/337dffc35da3fd03ec3585709c3885b6.jpg,E:\python work\cora-data\photos1\pinterest_future_city_057.jpg
pinterest_future_city_058,"people are sitting on the grass in a park with trees and benches, while one person is reading",park,Pinterest,https://i.pinimg.com/originals/b1/97/21/b197214c31258c5134a7eaa8d664d676.jpg,E:\python work\cora-data\photos1\pinterest_future_city_058.jpg
pinterest_future_city_059,a row of park benches sitting next to each other on a sidewalk near trees with pink flowers,park,Pinterest,https://i.pinimg.com/originals/07/34/33/073433adae48097d32f3675d4436254e.jpg,E:\python work\cora-data\photos1\pinterest_future_city_059.jpg
pinterest_future_city_060,people are walking through the park on a sunny day,park,Pinterest,https://i.pinimg.com/originals/89/bb/93/89bb936cd249457c38a64ecacc349afa.jpg,E:\python work\cora-data\photos1\pinterest_future_city_060.jpg
pinterest_future_city_061,Amazing #Amsterdam #nature #park #tree #citytour #marishkaguide,park,Pinterest,https://i.pinimg.com/originals/c7/81/b4/c781b46543c8071b2468112edce0892b.jpg,E:\python work\cora-data\photos1\pinterest_future_city_061.jpg
pinterest_future_city_062,people sitting on the grass in a park,park,Pinterest,https://i.pinimg.com/originals/4b/60/6d/4b606de07109560f40eb9b81111d15b4.jpg,E:\python work\cora-data\photos1\pinterest_future_city_062.jpg
pinterest_future_city_063,a park bench sitting in the middle of a lush green field next to a tree,park,Pinterest,https://i.pinimg.com/originals/fd/fc/d2/fdfcd2ef7ac10a5f7f734280431560c9.jpg,E:\python work\cora-data\photos1\pinterest_future_city_063.jpg
pinterest_future_city_064,a wooden bench surrounded by flowers and greenery in a park or garden with roses growing all around it,park,Pinterest,https://i.pinimg.com/originals/74/24/47/742447f65dc9f4efe799882761712c51.jpg,E:\python work\cora-data\photos1\pinterest_future_city_064.jpg
